,venue,innings,batting_team,bowling_team,batsmen,bowlers,ttr_inn
35,4,2,1,7,10.818732686230435,10.00732156785255,54
36,4,2,1,7,8.062687939155772,12.364691307546446,66
37,4,2,1,7,7.762462938128022,5.223132362471588,6
38,5,1,3,4,7.895380750091113,7.772546938570946,54
39,5,1,3,4,13.406341488141196,12.232766504156894,44
40,5,1,3,4,13.156163307493632,12.322850189956545,42
41,5,1,3,4,7.660482257451074,5.187086209062445,26
42,5,2,4,3,12.717267348163546,7.563358184026433,53
43,5,2,4,3,7.614043135688169,9.80998966470153,50
44,5,2,4,3,5.429351704870571,14.907964997279544,65
45,6,1,6,5,10.63011902111118,4.751856239592401,25
46,6,1,6,5,10.501008242086497,7.307804726534393,35
47,6,1,6,5,9.915570108061493,9.849145248758925,56
48,6,1,6,5,9.94140644888308,5.039080833913569,26
49,6,2,5,6,8.170253498935143,4.9938945330212485,48
50,6,2,5,6,5.4459776293343545,9.643474738085509,64
51,6,2,5,6,5.4459776293343545,4.884750063596182,31
52,7,1,2,7,10.821451144039745,7.557135883841271,53
53,7,1,2,7,5.4056434164041995,9.773727569960917,58
54,7,1,2,7,8.13073793748567,13.725060924839633,71
55,7,1,2,7,10.563367519057538,7.054285793412945,26
56,7,2,7,2,10.223851209132473,4.950204155165324,52
57,7,2,7,2,10.589430505361953,9.864343809876326,53
58,7,2,7,2,10.248705981876132,9.699533561230334,78
59,7,2,7,2,7.668986430683214,5.005806612306687,19
60,6,1,6,4,10.399483667241569,7.751752273314535,58
61,6,1,6,4,7.985936369602609,9.623172094931675,50
62,6,1,6,4,5.394871762576108,12.735946181335782,78
63,6,1,6,4,5.037585842826617,5.187086209062445,28
64,6,2,4,6,7.874788788435567,7.589390754846822,73
65,6,2,4,6,8.092272732649478,12.045880202914136,54
66,6,2,4,6,10.509512401136256,11.846583328184295,68
67,6,2,4,6,4.4964452918733535,5.086245902425956,22
68,1,1,3,7,7.945846640803525,7.557135883841271,60
69,1,1,3,7,10.411746918342473,10.198417083394023,50
70,1,1,3,7,12.93934768675052,12.29871136558588,47
71,1,1,3,7,12.06546157870394,5.223132362471588,25
72,1,2,7,3,10.383750269475767,10.16525454044517,39
73,1,2,7,3,10.622311731756607,7.6378481547044075,52
74,1,2,7,3,14.93573753492604,12.789536636280838,23
75,1,2,7,3,4.846930613393205,5.067279207867153,2
76,7,1,0,2,13.249810834636069,7.251234150829305,61
77,7,1,0,2,10.402370387524575,7.306836607970668,18
78,7,1,0,2,10.082122621791687,12.257040763135992,47
79,7,1,0,2,7.501322772978464,4.817578589890734,21
80,7,2,2,0,5.391698864037336,7.7477101565920705,45
81,7,2,2,0,8.116793385118804,9.54158487476267,45
82,7,2,2,0,5.3999556618192806,7.609695213600736,62
83,0,1,1,4,10.347215309028767,7.509305503796363,57
84,0,1,1,4,15.326792178000305,10.051019642753163,21
85,0,1,1,4,7.082889875554283,10.038193907168028,43
86,0,1,1,4,7.703763015134896,5.1950551387337205,14
87,0,2,4,1,10.486724413475693,7.839404380760213,45
88,0,2,4,1,5.3729414456657505,9.790318480955094,39
89,0,2,4,1,7.95840217517425,9.80976259790041,54
90,8,1,7,6,12.947306881167659,9.274394281340767,27
91,8,1,7,6,7.828236252855593,11.869890503166342,34
92,8,1,7,6,10.121197447936089,8.748581102721381,74
93,8,1,7,6,4.945207536083818,4.864866914328526,19
94,8,2,6,7,5.2952151238662974,11.911628484430704,60
95,8,2,6,7,5.2952151238662974,11.698993178922017,95
96,1,1,5,3,10.557643325273872,10.16525454044517,45
97,1,1,5,3,7.802047360828508,7.624256037384992,43
98,1,1,5,3,10.568490684532792,15.328612735073614,51
99,1,1,5,3,4.757494720869781,7.612586324332978,19
100,1,2,3,5,10.54848805077448,7.2097381363263935,55
101,1,2,3,5,7.993587109493498,9.328499384910877,48
102,1,2,3,5,9.959780796700498,12.248818970239961,53
103,1,2,3,5,5.223023229544289,4.518434970065521,6
104,0,1,2,1,8.090668868373356,7.830846577124946,36
105,0,1,2,1,8.146590003301933,7.518919933834461,47
106,0,1,2,1,5.424064525417489,10.12314598691893,57
107,0,1,2,1,5.424064525417489,5.215949361091812,38
108,0,2,1,2,7.779636383918677,4.950204155165324,45
109,0,2,1,2,7.900649901588247,7.322508727921509,66
110,0,2,1,2,18.539487383718907,12.272712883086832,45
111,0,2,1,2,7.465390287934098,4.817578589890734,9
112,3,1,0,7,13.148763615531935,12.528560183950471,40
113,3,1,0,7,5.150157529392726,12.340389159301104,34
114,3,1,0,7,12.551944637769852,9.740506087227416,44
115,3,1,0,7,5.110387665875087,4.950131090407852,19
116,3,2,7,0,13.50930190995415,7.7477101565920705,38
117,3,2,7,0,5.413440593509684,9.542762792449784,52
118,3,2,7,0,5.413440593509684,12.593452955277224,42
119,2,1,5,1,8.170253498935143,7.830846577124946,58
120,2,1,5,1,5.454250155300344,10.228613803562252,55
121,2,1,5,1,13.256297516128852,12.470562106287026,65
122,2,1,5,1,8.025648822455214,5.226620524040476,13
123,2,2,1,5,13.216318024011462,7.202105347911763,55
124,2,2,1,5,5.415971078328612,11.981893447277413,53
125,2,2,1,5,8.03610713330237,12.0145841927806,51
126,2,2,1,5,8.062687939155772,4.812478844868838,22
127,5,1,4,0,7.864157182690747,9.983238603499618,45
128,5,1,4,0,10.655814869076352,12.228371477252045,66
129,5,1,4,0,7.993075435479544,14.869751888838437,69
130,5,1,4,0,10.015263085119932,4.840833493048659,16
131,5,2,0,4,10.489388379770661,7.517274433467637,51
132,5,2,0,4,5.3624805897883965,10.293466412271332,50
133,5,2,0,4,15.640383970009779,12.615685707005253,46
134,5,2,0,4,4.66509295636706,4.931813703959138,4
135,6,1,6,3,7.955131323936149,7.619947423979346,50
136,6,1,6,3,10.417085151937963,9.85591415948726,40
137,6,1,6,3,11.624434140494095,9.802201010488847,47
138,6,1,6,3,6.882168646365758,4.770734220895042,27
139,6,2,3,6,5.138318490405767,9.274394281340767,41
140,6,2,3,6,10.817057924546628,11.132396468701813,64
141,6,2,3,6,5.408163617774523,11.346276288646893,55
142,6,2,3,6,5.408163617774523,2.597695185925512,7
143,7,1,2,5,7.812885240176125,9.753555345884637,47
144,7,1,2,5,7.972131942584076,9.261852989192915,57
145,7,1,2,5,10.651657485968896,9.753555345884637,39
146,7,1,2,5,8.081208628328756,7.492464241678446,26
147,7,2,5,2,5.440279213235588,7.4679715179012724,64
148,7,2,5,2,8.16700642226216,7.6024037079331475,55
149,7,2,5,2,8.180977364326917,12.473778130207958,41
150,1,1,3,0,8.030846628926511,7.7477101565920705,49
151,1,1,3,0,10.699672325828773,9.570280546764128,53
152,1,1,3,0,10.642203029536855,7.286437696322256,48
153,1,1,3,0,8.011969810839853,4.840833493048659,28
154,1,2,0,3,15.685108025039206,5.159049581222797,31
155,1,2,0,3,8.00342252967971,7.177918914653177,32
156,1,2,0,3,5.38017323928181,9.714915645825073,81
157,1,2,0,3,7.935267687860128,4.770734220895042,25
158,0,1,1,6,7.8400523063903345,9.464653714888577,46
159,0,1,1,6,7.961065824059903,11.729626479191651,47
160,0,1,1,6,13.261850492507556,9.809729934405256,37
161,0,1,1,6,7.9358041773969745,4.921977641223204,26
162,0,2,6,1,10.683485105957377,7.830846577124946,33
163,0,2,6,1,5.319418389047729,7.747108861481832,58
164,0,2,6,1,12.652762750766227,10.425239127500372,42
165,0,2,6,1,4.749465763219874,5.149542403080616,20
166,5,1,2,4,15.953607398568394,10.094766233304863,38
167,5,1,2,4,8.121457787765813,7.708005682762831,38
168,5,1,2,4,14.472245026899481,12.659432297556956,22
169,5,1,2,4,4.5409423110633735,2.322219294733919,11
170,5,2,4,2,5.278696453182248,4.871374422274811,44
171,5,2,4,2,7.998027740165975,9.17122276612243,48
172,5,2,4,2,5.3729414456657505,6.574625670495969,18
173,8,1,7,5,5.216912405255412,7.202105347911763,50
174,8,1,7,5,5.100659978305154,7.5905308318864435,42
175,8,1,7,5,15.645420088747644,14.250358436268165,42
176,8,1,7,5,7.407528225201348,4.802431626430724,28
177,8,2,5,7,10.896980707961717,7.578429093542619,37
178,8,2,5,7,7.825203785186074,11.987365101445926,57
179,8,2,5,7,13.866427822011325,14.18657158060758,38
180,0,1,1,3,13.330715758949365,7.3234024370072355,26
181,0,1,1,3,5.436596724520077,12.267583861937265,43
182,0,1,1,3,17.468724088901407,9.855914159487256,47
183,0,1,1,3,7.58952011852373,7.691561303702822,10
184,0,2,3,1,7.76363094136744,10.425239127500372,52
185,0,2,3,1,10.549842236987557,7.747108861481835,41
186,0,2,3,1,8.083941959448609,12.963058222573647,33
187,7,1,2,6,13.23106755827634,7.172397643532099,34
188,7,1,2,6,8.140722158392272,9.479206476882755,43
189,7,1,2,6,10.431087955191712,9.479206476882755,44
190,7,1,2,6,7.447967607761064,4.864866914328526,23
191,7,2,6,2,7.881262614859624,7.4679715179012724,50
192,7,2,6,2,7.949700196811002,10.159910909838805,44
193,7,2,6,2,7.6833002427915895,9.916270928302302,54
194,8,1,4,7,10.720661662699788,7.557135883841271,48
195,8,1,4,7,13.210227730588446,9.896104089804616,37
196,8,1,4,7,14.618487024119716,10.08427511445398,18
197,8,2,7,4,5.216912405255412,7.485171824079645,34
198,8,2,7,4,13.278713009746024,10.083122252141155,39
199,8,2,7,4,5.374271643275981,10.083122252141155,31
200,2,1,5,2,10.896980707961717,5.154104297532118,50
201,2,1,5,2,5.454250155300344,7.473019578366102,50
202,2,1,5,2,5.454250155300344,11.856601582972589,67
203,2,1,5,2,10.532021646528063,5.187661702652959,20
204,2,2,2,5,5.0960475168766,9.753555345884637,58
205,2,2,2,5,13.217505304642412,9.261852989192915,49
206,2,2,2,5,7.552043514334398,9.49213995927428,59
207,2,2,2,5,5.157601810961625,4.518434970065521,22
208,3,1,0,1,10.435593804904439,10.443630433844682,41
209,3,1,0,1,12.758425564671256,10.369726220910614,48
210,3,1,0,1,7.543001958537554,10.443630433844682,40
211,3,2,1,0,9.835635404601062,9.837843967064464,35
212,3,2,1,0,7.989785989863219,12.236929088382983,45
213,3,2,1,0,7.895438193619764,7.404314578443067,44
214,5,1,6,4,5.364066716909648,7.509305503796363,50
215,5,1,6,4,7.881262614859624,10.293466412271334,37
216,5,1,6,4,18.05018462892593,12.64778831639325,34
217,5,1,6,4,9.910162681632114,4.888067113407437,19
218,5,2,4,6,5.369638810115664,9.767893865357673,50
219,5,2,4,6,5.369638810115664,9.538739387565496,51
220,5,2,4,6,10.677733462157976,5.193191407751087,40
221,7,1,2,3,10.511675154187401,7.619947423979346,53
222,7,1,2,3,8.140722158392272,7.550562790040634,56
223,7,1,2,3,8.075520873743834,12.624406374220538,50
224,7,1,2,3,5.390675512099422,5.071764216559023,22
225,7,2,3,2,10.339972291573234,5.154104297532118,35
226,7,2,3,2,5.138318490405767,9.299094381066928,60
227,7,2,3,2,13.441573837539186,12.62712387589822,58
228,7,2,3,2,6.494334120971887,5.187661702652959,10
229,6,1,0,6,7.639512884805359,9.568596990627835,43
230,6,1,0,6,7.751646674152927,12.168460957432226,40
231,6,1,0,6,5.3624805897883965,12.297488576124945,92
232,6,1,0,6,10.27128718919407,4.848115188234406,29
233,6,2,6,0,13.225566448537256,7.433010250444527,55
234,6,2,6,0,7.9139355966612035,9.796020006317763,40
235,6,2,6,0,7.490828613556213,14.842234134524093,66
236,6,2,6,0,5.066325925362038,4.676437528972766,20
237,5,1,5,4,5.440279213235588,7.585026217734484,47
238,5,1,5,4,10.902787979539463,10.126740356691279,34
239,5,1,5,4,13.287538891450708,10.126740356691283,41
240,5,1,5,4,7.4341883304946474,7.760902957407238,34
241,5,2,4,5,10.677733462157976,7.4090056161879065,21
242,5,2,4,5,8.079659228002507,10.081795025992523,78
243,5,2,4,5,12.619740135771039,12.32125425051672,51
244,5,2,4,5,4.895510943043967,4.908131005053353,9
245,1,1,1,3,12.845813296403534,7.7833316770584675,50
246,1,1,1,3,7.989785989863219,7.624256037384992,30
247,1,1,1,3,10.538948550017157,15.248688470056212,47
248,1,1,1,3,10.053683021858893,7.619947423979346,16
249,1,2,3,1,5.337119680002865,7.830846577124946,41
250,1,2,3,1,7.939179671330828,7.7548290048774815,60
251,1,2,3,1,5.313867220369153,10.170979799547704,43
252,3,1,0,5,4.9573678084315285,7.401372827773273,35
253,3,1,0,5,7.930682313855391,9.820379639382166,44
254,3,1,0,5,10.157343836887232,12.481468747473562,40
255,3,1,0,5,7.841071082038357,4.857555618215031,14
256,3,2,5,0,16.266521236863813,7.054814299968244,37
257,3,2,5,0,10.568975352911147,10.14638356450719,37
258,3,2,5,0,9.65779629069423,12.587292646572411,36
259,4,1,2,7,10.511675154187401,7.578429093542619,28
260,4,1,2,7,10.137155703634374,9.8352391809812,38
261,4,1,2,7,5.409939882725881,11.832463141460181,61
262,4,1,2,7,8.075520873743834,5.221059353848721,29
263,4,2,7,2,5.36236370611514,5.154104297532118,78
264,4,2,7,2,8.088275338410188,7.596871219333186,42
265,4,2,7,2,5.378157973298372,4.406999778376448,38
266,2,1,5,6,8.170253498935143,6.62626643861805,48
267,2,1,5,6,5.454250155300344,6.486249071661768,51
268,2,1,5,6,10.676250881391033,11.5878811847889,72
269,2,1,5,6,8.099514814601651,4.848115188234406,23
270,2,2,6,5,7.801817279730037,7.2097381363263935,71
271,2,2,6,5,7.905465880041053,7.668927645294494,42
272,2,2,6,5,10.529885648317604,9.7985698619206,58
273,2,2,6,5,9.957780108576912,5.0218877444473335,11
274,4,1,0,7,12.736488905558204,7.578429093542619,27
275,4,1,0,7,12.97696704855558,11.586688508533893,26
276,4,1,0,7,9.902332481319213,6.6294356967663095,14
277,4,2,7,0,10.463023684420293,7.012865895627472,68
278,5,1,4,1,5.278696453182248,7.821013074415902,50
279,5,1,4,1,5.278696453182248,11.755709033243756,52
280,5,1,4,1,8.001330375716059,11.75253512521796,68
281,5,1,4,1,5.3729414456657505,7.8210130744159025,27
282,5,2,1,4,12.851768456065473,4.899711094571145,23
283,5,2,1,4,10.177523066892793,10.338394757244464,33
284,5,2,1,4,12.242980729696225,12.65624200388012,59
285,5,2,1,4,5.045452074173454,4.940267391446012,17
286,2,1,5,3,5.440279213235588,7.619947423979346,64
287,2,1,5,3,15.779644051364565,10.009955277799865,54
288,2,2,3,5,13.350703417912614,9.863372353782726,73
289,2,2,3,5,5.298416380061294,5.0467136223282,21
290,6,1,7,6,7.737112052125244,9.3492018498706,57
291,6,1,7,6,10.4591373543979,4.88775229318205,34
292,6,1,7,6,8.061800604490612,11.986534140743759,65
293,6,1,7,6,9.919199442833305,4.848115188234406,22
294,6,2,6,7,12.883033052056527,9.834640060714458,32
295,6,2,6,7,7.628728242031512,8.882625250721325,44
296,6,2,6,7,8.86911934734291,12.249613408685276,64
297,6,2,6,7,5.982723387668545,4.9533923909543445,13
298,3,1,0,2,10.265777814542224,4.871374422274811,35
299,3,1,0,2,5.16699223083011,7.768586678328577,50
300,3,1,0,2,13.17041476050982,12.63996110060339,45
301,3,1,0,2,5.323087016265147,5.187661702652959,19
302,3,2,2,0,5.282685541973042,9.60504265302334,43
303,3,2,2,0,5.282685541973042,5.1424051104509605,12
304,0,1,1,5,7.896408942146557,7.401372827773273,41
305,0,1,1,5,10.505621894172627,12.451533249796258,36
306,0,1,1,5,10.185656555559133,10.048412728620436,46
307,0,1,1,5,7.594773236533157,7.4463873438092385,31
308,0,2,5,1,5.440279213235588,10.425239127500372,67
309,0,2,5,1,10.843700031887026,10.056739028907737,47
310,0,2,5,1,13.400512836029366,10.063398623590984,38
311,3,1,0,4,7.666987307779107,7.509305503796363,28
312,3,1,0,4,7.930682313855391,12.903060821496553,43
313,3,1,0,4,10.604022599402091,15.225280116230474,52
314,3,1,0,4,12.625142429139967,4.931813703959138,24
315,3,2,4,0,10.33578412686699,9.983238603499618,42
316,3,2,4,0,8.027425939026038,9.782767273978447,55
317,3,2,4,0,5.304792016492227,9.873919332509745,53
318,4,1,3,7,7.939179671330828,6.886671737481875,43
319,4,1,3,7,5.313867220369153,8.732403796735014,58
320,4,1,3,7,10.725390966950943,6.219186196667074,53
321,4,1,3,7,5.277838333002048,6.882811316668638,35
322,4,2,7,3,8.071633667090971,7.619947423979346,64
323,4,2,7,3,8.067747337068576,10.15694415515124,40
324,4,2,7,3,13.080366239671292,10.230637402495596,59
325,4,2,7,3,10.633098649985008,5.013566058868741,25
326,7,1,1,2,10.743056065340925,4.871374422274811,23
327,7,1,1,2,10.550887373512275,7.729496784607778,29
328,7,1,1,2,10.367167941555962,10.082453898697732,57
329,7,1,1,2,9.985612414709168,5.187661702652959,17
330,7,2,2,1,5.282685541973042,10.351334914566305,44
331,7,2,2,1,10.7385623387209,10.054625669594335,25
332,7,2,2,1,17.98846908812717,12.964118771286044,40
333,7,2,2,1,7.137424631017157,5.219123269117604,3
334,1,1,6,3,5.364066716909648,7.4729585466279715,42
335,1,1,6,3,8.092420498930878,7.248027439379336,46
336,1,1,6,3,10.44528248923614,12.24800138092866,67
337,1,1,6,3,7.529974088325084,5.013566058868741,20
338,1,2,3,6,5.405534177964839,9.556213009512527,74
339,1,2,3,6,8.120701535813296,9.739756690144453,42
340,1,2,3,6,13.367855487193065,9.953636510089536,45
341,1,2,3,6,5.338820908975453,4.921977641223204,17
342,2,1,7,5,5.36236370611514,9.397709837973787,60
343,2,1,7,5,8.071633667090971,9.620250139459047,45
344,2,1,7,5,15.734709557185411,12.019923860940088,39
345,2,1,7,5,7.665550673766145,7.307804726534393,32
346,2,2,5,7,10.863100418212372,9.190604339420858,56
347,2,2,5,7,10.821325429814198,9.161542475692027,43
348,2,2,5,7,7.9599646509556035,14.118795287459614,68
349,2,2,5,7,5.26711773167837,4.236612828199768,12
350,7,1,4,2,5.278696453182248,7.4679715179012724,67
351,7,1,4,2,7.783846431502154,10.315129341806713,70
352,7,1,4,2,10.460249517944069,12.628996562175866,61
353,7,1,4,2,7.173396078144858,4.910464315995613,13
354,7,2,2,4,8.013467817639434,9.906856927887684,65
355,7,2,2,4,8.113200989983866,12.17986922951249,66
356,7,2,2,4,10.792358597043359,9.908038682309114,56
357,7,2,2,4,10.002159749272748,4.899711094571145,14
358,6,1,6,1,5.364066716909648,7.7364376985331695,37
359,6,1,6,1,8.092420498930878,15.06539190311276,70
360,6,1,6,1,15.432300403164275,9.866773299652865,50
361,6,1,6,1,9.88143858355185,7.623550090238161,8
362,6,2,1,6,7.723631652891608,9.511486263733156,43
363,6,2,1,6,10.57476764790318,10.877390040404883,41
364,6,2,1,6,10.532602464235188,12.522633624508956,73
365,6,2,1,6,5.096005739715113,1.4313637641589874,14
366,3,1,3,0,8.030846628926511,7.1891383560968185,47
367,3,1,3,0,5.405534177964839,10.083995088875794,57
368,3,1,3,0,10.817057924546628,9.634742559370416,59
369,3,1,3,0,10.729766608497997,7.433010250444527,11
370,3,2,0,3,10.529472820618505,7.618442068982028,51
371,3,2,0,3,10.685567606053542,10.150953791462053,34
372,3,2,0,3,10.127174743798733,12.709612371263432,70
373,3,2,0,3,5.073080183477211,5.067279207867153,20
374,5,1,7,4,5.36236370611514,9.938959537275675,29
375,5,1,7,4,8.010723717096072,10.158454381498556,46
376,5,1,7,4,16.041448173640926,10.038193907168028,43
377,5,1,7,4,10.1927524155883,4.931813703959138,27
378,5,2,4,7,10.575504117887755,7.3075008301017474,36
379,5,2,4,7,10.437542844310377,11.907726211768134,42
380,5,2,4,7,5.2077770445545095,14.495763166125574,46
381,5,2,4,7,5.2077770445545095,4.610319406319237,22
382,6,1,6,2,10.549648531549623,4.871374422274811,26
383,6,1,6,2,7.801531866296376,10.326093880234238,39
384,6,1,6,2,5.284335968346402,10.082453898697732,61
385,6,1,6,2,14.718981106724234,7.5015289230221125,21
386,6,2,2,6,8.013467817639434,7.140371259590883,44
387,6,2,2,6,8.172714520047384,8.990185998863387,45
388,6,2,2,6,8.121457787765813,12.060149936714149,46
389,6,2,2,6,5.396363266684341,4.848115188234406,13
390,0,1,1,7,7.709786870817775,7.3075008301017474,36
391,0,1,1,7,7.965146156715036,9.81745712962319,39
392,0,1,1,7,13.081765024389124,10.066493063095972,47
393,0,2,7,1,5.36236370611514,10.369726220910614,38
394,0,2,7,1,8.088275338410188,10.064459172303383,58
395,0,2,7,1,5.436028997406865,10.064459172303378,30
396,1,1,3,4,5.337119680002865,7.6295659781268945,51
397,1,1,3,4,5.337119680002865,9.621990340510248,64
398,1,1,3,4,8.052287037851322,12.199482140347474,80
399,1,1,3,4,8.029034578217612,5.187086209062445,26
400,1,2,4,3,9.508123918596084,7.624432432671218,38
401,1,2,4,3,7.94302447173529,10.083648525144223,61
402,1,2,4,3,7.618932946129849,10.103231006152829,72
403,1,2,4,3,6.613905217903026,5.071764216559023,9
404,4,1,4,5,5.278696453182248,7.202105347911763,58
405,4,1,4,5,12.921244856375491,7.530345028019648,55
406,4,1,4,5,13.301170087521855,9.882527546131012,59
407,4,1,4,5,7.475510803827536,4.751856239592401,20
408,4,2,5,4,13.53979402783724,7.509305503796363,28
409,4,2,5,4,10.636658260580466,7.728800348019242,47
410,4,2,5,4,10.937245319308712,7.761387715222836,12
411,4,2,5,4,15.987677491974125,10.018147216623948,53
412,4,1,3,2,10.417719771825356,10.04889649357689,55
413,4,1,3,2,7.460558389388758,7.768586678328577,28
414,4,1,3,2,7.170276387257997,5.187661702652959,29
415,4,2,2,3,7.9778196971689965,10.079339911738575,35
416,4,2,2,3,5.447619998965914,10.009955277799865,45
417,4,2,2,3,5.447619998965914,7.690055948705504,36
418,8,1,2,4,7.9778196971689965,10.073971568048453,42
419,8,1,2,4,8.113200989983866,7.715974612434107,45
420,8,1,2,4,10.282825790000787,12.64778831639325,52
421,8,1,2,4,7.5713078849608575,4.931813703959138,24
422,8,2,4,2,7.634598170587969,4.871374422274811,41
423,8,2,4,2,7.9471151878374435,7.768586678328577,47
424,8,2,4,2,15.635623838672789,12.63996110060339,60
425,8,2,4,2,4.9014801173099904,4.904931827395653,16
426,9,1,1,4,13.41299806371961,7.287185669565017,29
427,9,1,1,4,10.535413441569016,11.61646148180147,34
428,9,1,1,4,7.747031886582202,6.893941876488544,43
429,9,1,1,4,7.918812495043397,4.340919793400163,27
430,9,2,4,1,9.858936961447624,7.831907125837341,14
431,9,2,4,1,17.402336528605336,7.512330787810602,34
432,9,2,4,1,8.917165797298782,4.899546931090868,10
433,9,2,4,1,7.929390072274201,9.249912554922187,19
434,9,1,7,2,5.440091650811372,9.58191166782824,83
435,9,1,7,2,10.747574322363313,9.31306635553566,64
436,9,1,7,2,10.503574290328963,4.516548594226752,18
437,9,2,2,7,10.542436888193485,7.849899930903278,40
438,9,2,2,7,7.819911410309039,7.298294026353793,44
439,9,2,2,7,12.872997686483435,10.264873278874092,53
440,9,2,2,7,7.145314398806616,5.2287236491282405,9
441,9,2,2,7,7.939925128241899,12.371940690867998,79
442,9,1,3,5,15.995859644339953,9.731211618394099,104
443,9,2,5,3,5.440279213235588,12.36946012100547,58
444,9,2,5,3,15.876248393194782,9.543943028961687,41
445,9,1,0,6,7.696362505513946,7.41393327114171,41
446,9,1,0,6,15.404065277697944,10.01162845706722,50
447,9,1,0,6,7.152231331844248,7.29596976259988,10
448,9,2,6,0,10.683485105957377,5.197481803536976,37
449,9,2,6,0,5.388269982091079,10.018230237687847,55
450,9,2,6,0,5.388269982091079,5.118575533972731,12
451,10,1,2,1,5.391698864037336,10.426299676212766,68
452,10,1,2,1,10.847575660785193,9.803569648892193,42
453,10,1,2,1,7.875832545237618,11.52691016552032,48
454,10,1,2,1,7.816319015174103,5.219123269117604,21
455,10,2,1,2,10.718707757095286,7.745168904558617,46
456,10,2,1,2,18.2745402404353,9.720722860300274,26
457,10,2,1,2,10.192664491143912,7.2958412236692025,15
458,11,1,3,0,7.8906089488345135,7.752576252115295,46
459,11,1,3,0,10.723161905400827,9.90052432988188,48
460,11,1,3,0,12.830500586064007,17.661487218813267,40
461,11,1,3,0,5.338820908975453,5.147271205974187,24
462,11,2,0,3,8.12915889078233,7.284280182413255,60
463,11,2,0,3,5.411488387780068,7.284768111620637,19
464,9,1,6,1,7.955131323936149,7.8135158194930305,62
465,9,1,6,1,8.023568905887526,7.1643647541004025,45
466,9,1,6,1,10.618086113501004,9.779261970133538,63
467,9,1,6,1,9.783541762009774,5.219123269117604,14
468,9,2,1,6,10.747780380666466,7.29596976259988,31
469,9,2,1,6,10.829961309705078,7.41393327114171,44
470,9,2,1,6,12.823899968115516,9.618053253797637,69
471,9,2,1,6,7.682693043116737,4.801815168581436,16
472,11,1,5,2,10.843700031887026,9.869020545525704,59
473,11,1,5,2,8.125231433863986,9.726255348900231,46
474,11,1,5,2,8.14138474351635,9.869020545525704,56
475,11,1,5,2,5.419574128303802,4.714916247993584,28
476,11,2,2,5,8.122481139703725,9.913112647161476,61
477,11,2,2,5,10.550693685975428,9.371085520511183,63
478,11,2,2,5,10.501164376818512,12.435556880667793,43
479,11,2,2,5,12.35812225113134,5.032989243712932,13
480,9,1,4,0,10.485980849304005,7.634099894790047,54
481,9,1,4,0,10.51092549648662,7.252825662286503,31
482,9,1,4,0,7.70119331140707,12.336697204021457,40
483,9,1,4,0,5.126932991195172,4.978253578212248,25
484,9,2,0,4,8.068461050428718,4.9626060729241255,38
485,9,2,0,4,13.095280655499938,10.019759543818589,41
486,9,2,0,4,7.429758834732113,12.471081584950626,60
487,9,2,0,4,9.997390489465674,4.877601679729271,11
488,9,3,0,4,5.445211760030818,2.3117538610557538,15
489,11,1,1,3,13.452788339999804,6.48473078732838,49
490,11,1,1,3,8.087143921043696,5.1633581946284455,38
491,11,1,1,3,10.72438488998698,12.393819466864915,58
492,11,1,1,3,12.154840418979552,4.966216847450493,23
493,11,2,3,1,5.214830607160431,10.264553392192743,44
